Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,Yes,Non-Travel,1085,Sales,2,3,Technical Degree,1,896,2,Male,73,3,2,Sales Executive,1,Single,4219,10540,0,Y,No,25,3,3,80,2,11,3,3,3,0,0,1
38,No,Travel_Rarely,826,Sales,16,5,Life Sciences,1,897,1,Female,72,2,2,Manager,4,Divorced,3373,12295,0,Y,No,21,3,3,80,0,16,1,3,0,0,0,0
47,No,Non-Travel,1083,Research & Development,8,3,Technical Degree,1,898,1,Male,96,3,4,Research Director,4,Divorced,19999,3928,4,Y,No,11,3,4,80,0,23,5,3,22,0,0,16
30,No,Travel_Frequently,699,Sales,14,3,Life Sciences,1,899,4,Male,67,2,5,Sales Representative,3,Married,3478,9136,0,Y,No,17,3,2,80,1,16,2,3,11,2,2,1
51,No,Travel_Rarely,1317,Sales,29,3,Technical Degree,1,900,3,Female,95,3,3,Sales Executive,1,Married,3977,22829,2,Y,No,18,3,3,80,0,6,2,1,2,1,1,2
21,No,Non-Travel,515,Sales,15,4,Life Sciences,1,901,4,Male,69,3,3,Manager,2,Married,13452,18900,9,Y,No,22,3,1,80,3,17,5,3,1,1,1,0
45,No,Travel_Rarely,194,Sales,16,3,Life Sciences,1,902,3,Female,51,3,2,Sales Representative,4,Married,18289,15618,8,Y,No,19,3,2,80,0,25,2,3,24,18,14,13
55,Yes,Travel_Rarely,1378,Sales,11,4,Medical,1,903,3,Female,92,1,1,Manager,1,Married,6543,8027,6,Y,Yes,23,4,4,80,2,34,3,2,17,5,4,0
48,No,Travel_Rarely,1066,Research & Development,12,4,Human Resources,1,904,4,Male,88,4,2,Laboratory Technician,3,Single,5706,17312,5,Y,No,13,3,3,80,3,22,3,2,13,0,0,12
44,Yes,Travel_Rarely,662,Research & Development,2,3,Life Sciences,1,905,1,Male,48,3,2,Laboratory Technician,1,Single,8038,12181,7,Y,Yes,25,3,4,80,0,15,1,3,6,3,0,4
22,No,Travel_Rarely,1164,Research & Development,4,3,Life Sciences,1,906,3,Female,49,4,3,Laboratory Technician,2,Married,12374,17505,7,Y,No,19,3,3,80,2,8,6,2,3,1,0,2
42,No,Travel_Rarely,647,Research & Development,3,4,Technical Degree,1,907,1,Female,72,3,1,Research Director,2,Married,9958,8166,5,Y,Yes,20,3,4,80,1,40,2,1,37,7,1,17
20,No,Travel_Rarely,1483,Research & Development,9,3,Life Sciences,1,908,2,Female,87,4,2,Healthcare Representative,2,Divorced,6392,2648,3,Y,No,15,3,3,80,1,35,2,2,19,14,6,13
50,Yes,Travel_Rarely,879,Sales,18,4,Life Sciences,1,909,1,Female,83,3,2,Manager,4,Single,8386,18484,3,Y,No,20,3,1,80,0,16,5,1,4,3,0,4
21,Yes,Travel_Rarely,1134,Research & Development,19,5,Medical,1,910,1,Female,69,2,5,Research Scientist,2,Divorced,15542,20243,3,Y,Yes,16,3,4,80,3,40,3,2,22,18,2,4
42,No,Non-Travel,289,Research & Development,7,3,Life Sciences,1,911,4,Female,56,3,2,Research Scientist,2,Single,7207,4185,5,Y,Yes,11,3,1,80,1,33,3,3,18,15,12,1
37,No,Travel_Rarely,709,Sales,4,4,Technical Degree,1,912,3,Male,42,3,3,Manager,3,Married,8248,6924,0,Y,Yes,19,3,3,80,2,13,4,2,4,2,1,1
51,No,Travel_Rarely,746,Research & Development,6,4,Marketing,1,913,4,Male,76,4,3,Manufacturing Director,4,Single,19999,15985,1,Y,No,19,3,3,80,1,8,2,4,7,2,2,6
43,No,Travel_Rarely,776,Research & Development,19,4,Medical,1,914,2,Male,52,3,2,Research Director,3,Married,1842,20135,5,Y,No,16,3,1,80,1,3,1,2,2,0,0,1
22,Yes,Travel_Rarely,240,Research & Development,1,3,Other,1,915,3,Male,88,3,2,Research Scientist,1,Single,1413,11097,0,Y,No,18,3,1,80,0,6,1,3,0,0,0,0
52,No,Travel_Rarely,399,Research & Development,16,1,Medical,1,916,1,Male,36,4,4,Healthcare Representative,1,Married,19999,24572,8,Y,Yes,14,3,4,80,0,21,5,4,16,3,3,8
45,No,Non-Travel,1205,Sales,11,3,Life Sciences,1,917,3,Male,79,4,2,Sales Executive,3,Divorced,2079,9557,5,Y,No,15,4,2,80,1,3,1,3,3,3,0,2
46,No,Travel_Rarely,1381,Human Resources,22,3,Life Sciences,1,918,3,Female,95,1,4,Human Resources,4,Married,5217,20440,6,Y,No,15,4,3,80,2,31,2,3,20,9,5,9
26,No,Travel_Rarely,280,Research & Development,4,3,Medical,1,919,1,Male,32,3,1,Research Director,2,Married,12548,18968,0,Y,No,17,3,3,80,0,40,2,3,40,18,10,17
55,No,Non-Travel,1382,Sales,18,4,Life Sciences,1,920,4,Male,68,3,1,Manager,2,Divorced,15580,10603,7,Y,Yes,17,3,3,80,3,11,2,3,0,0,0,0
23,No,Travel_Rarely,319,Research & Development,23,3,Human Resources,1,921,2,Male,36,2,4,Research Scientist,4,Married,13108,14599,4,Y,No,17,3,4,80,2,26,3,4,8,3,1,1
36,No,Travel_Rarely,368,Research & Development,26,3,Marketing,1,922,3,Male,97,4,4,Research Director,3,Married,17744,21026,4,Y,No,15,4,4,80,0,27,5,1,19,14,5,3
28,No,Travel_Rarely,1442,Research & Development,29,2,Life Sciences,1,923,3,Male,84,3,5,Laboratory Technician,3,Single,19999,11502,5,Y,No,14,4,1,80,0,28,2,3,19,3,1,7
19,No,Non-Travel,692,Research & Development,28,4,Medical,1,924,4,Male,37,3,3,Manufacturing Director,1,Divorced,1633,19654,6,Y,No,18,3,3,80,2,34,2,3,18,15,0,17
26,Yes,Non-Travel,780,Research & Development,29,3,Marketing,1,925,1,Male,61,4,4,Laboratory Technician,1,Married,19999,8193,6,Y,No,11,3,2,80,0,22,4,3,5,1,0,3
38,Yes,Travel_Rarely,717,Sales,5,2,Human Resources,1,926,3,Female,48,2,3,Manager,2,Single,8733,21078,4,Y,No,11,3,3,80,0,14,2,3,7,6,3,1
41,Yes,Travel_Rarely,951,Sales,22,2,Technical Degree,1,927,3,Female,41,4,4,Manager,2,Single,15240,5188,0,Y,No,16,3,3,80,0,16,5,3,10,5,5,0
51,No,Travel_Frequently,1409,Research & Development,6,4,Medical,1,928,1,Female,86,3,2,Laboratory Technician,4,Divorced,14932,18151,8,Y,Yes,12,4,2,80,3,40,3,2,36,18,1,17
39,Yes,Travel_Rarely,1470,Research & Development,25,3,Marketing,1,929,3,Female,39,4,2,Research Scientist,1,Single,3888,4357,5,Y,Yes,22,3,1,80,1,14,2,3,5,2,1,0
20,Yes,Travel_Frequently,828,Sales,28,2,Medical,1,930,2,Male,50,3,4,Manager,3,Divorced,14980,3160,8,Y,Yes,13,3,3,80,0,40,6,3,29,18,4,17
29,No,Travel_Rarely,176,Sales,2,5,Medical,1,931,1,Female,49,1,2,Manager,3,Single,8341,24222,3,Y,No,14,3,1,80,0,17,2,3,3,3,1,0
45,No,Non-Travel,838,Research & Development,12,4,Life Sciences,1,932,1,Female,33,3,2,Research Scientist,2,Divorced,10716,4884,1,Y,Yes,24,3,1,80,0,40,2,3,39,0,0,3
47,No,Non-Travel,437,Human Resources,22,5,Life Sciences,1,933,4,Male,48,3,2,Manager,4,Married,19999,9173,2,Y,Yes,12,3,4,80,0,17,1,3,14,2,1,6
43,No,Travel_Rarely,905,Research & Development,9,3,Medical,1,934,1,Female,58,3,2,Healthcare Representative,3,Married,9092,13775,3,Y,No,20,3,2,80,2,11,6,1,8,4,4,3
38,No,Travel_Rarely,956,Sales,28,3,Life Sciences,1,935,3,Male,100,3,2,Sales Executive,4,Divorced,4721,20151,9,Y,No,17,3,3,80,1,11,4,3,11,1,0,4
45,No,Travel_Rarely,464,Sales,20,4,Life Sciences,1,936,1,Female,93,3,1,Manager,1,Married,13534,20841,7,Y,No,25,3,2,80,1,14,2,3,3,3,1,3
43,Yes,Travel_Rarely,291,Sales,29,3,Marketing,1,937,1,Female,40,3,4,Manager,1,Married,19999,14254,2,Y,No,20,4,4,80,0,4,4,3,3,3,0,3
50,No,Non-Travel,1231,Human Resources,12,4,Life Sciences,1,938,2,Male,62,3,2,Human Resources,1,Single,9795,22201,7,Y,No,11,4,2,80,1,14,3,3,0,0,0,0
38,Yes,Non-Travel,171,Sales,29,2,Medical,1,939,3,Female,54,3,2,Manager,2,Single,19999,5595,5,Y,No,13,3,3,80,0,16,2,3,0,0,0,0
52,No,Non-Travel,623,Research & Development,13,3,Medical,1,940,2,Female,62,3,1,Research Director,3,Single,11628,4908,3,Y,No,12,3,3,80,1,11,3,3,5,4,4,0
51,Yes,Non-Travel,1339,Sales,27,2,Other,1,941,1,Female,55,3,1,Sales Executive,4,Married,15319,25120,6,Y,No,23,3,4,80,1,23,3,3,18,18,9,5
58,No,Travel_Rarely,1084,Research & Development,22,2,Medical,1,942,4,Male,65,2,1,Manufacturing Director,2,Single,9829,2442,4,Y,No,19,3,4,80,0,22,3,3,11,8,5,11
35,Yes,Travel_Rarely,618,Research & Development,23,1,Life Sciences,1,943,3,Female,40,4,3,Healthcare Representative,4,Single,19951,4216,4,Y,No,18,3,2,80,0,18,0,2,0,0,0,0
28,No,Travel_Rarely,129,Research & Development,17,1,Medical,1,944,1,Male,59,3,1,Research Scientist,3,Married,15759,17342,8,Y,No,13,3,4,80,1,23,1,3,23,10,10,2
40,No,Travel_Rarely,1440,Sales,5,5,Technical Degree,1,945,3,Male,86,3,4,Manager,3,Married,6084,17153,2,Y,No,15,3,4,80,0,24,4,3,11,0,0,5
39,No,Travel_Rarely,1006,Sales,20,2,Other,1,946,1,Male,39,3,1,Sales Executive,2,Married,1066,22611,9,Y,No,13,3,4,80,1,37,4,4,34,18,3,17
34,Yes,Travel_Rarely,1361,Sales,13,3,Medical,1,947,3,Female,54,3,1,Sales Representative,1,Single,8584,16691,3,Y,No,24,3,4,80,1,18,3,2,14,14,9,6
22,Yes,Travel_Rarely,193,Human Resources,29,4,Life Sciences,1,948,2,Female,97,3,1,Manager,4,Single,5323,18689,4,Y,No,21,3,3,80,0,1,4,3,1,0,0,1
28,Yes,Non-Travel,464,Research & Development,13,3,Technical Degree,1,949,1,Female,86,2,1,Healthcare Representative,1,Divorced,15470,5623,0,Y,No,23,4,4,80,1,8,3,4,8,4,0,3
47,No,Travel_Rarely,139,Research & Development,10,2,Life Sciences,1,950,1,Female,63,2,3,Research Director,4,Single,19999,16055,6,Y,No,22,3,3,80,1,18,5,4,13,6,3,0
32,No,Travel_Rarely,765,Research & Development,15,4,Medical,1,951,2,Male,83,3,4,Research Scientist,3,Divorced,9341,8443,7,Y,Yes,21,4,3,80,1,4,1,3,0,0,0,0
44,No,Travel_Rarely,805,Research & Development,15,3,Life Sciences,1,952,4,Male,80,2,2,Research Scientist,4,Divorced,3782,22578,5,Y,Yes,22,3,1,80,0,1,2,3,0,0,0,0
52,No,Travel_Rarely,592,Sales,18,4,Life Sciences,1,953,1,Male,35,2,1,Sales Executive,4,Married,14590,16024,8,Y,No,21,3,1,80,2,4,2,3,0,0,0,0
50,No,Travel_Rarely,1235,Human Resources,18,4,Life Sciences,1,954,1,Male,88,2,2,Human Resources,2,Single,15581,11552,2,Y,No,16,3,1,80,0,11,2,3,3,3,1,1
37,Yes,Travel_Rarely,245,Research & Development,2,5,Life Sciences,1,955,3,Male,83,2,2,Healthcare Representative,3,Divorced,1733,2241,1,Y,Yes,15,3,4,80,0,25,3,3,7,5,1,7
33,Yes,Travel_Frequently,935,Research & Development,23,3,Marketing,1,956,3,Male,46,4,5,Research Scientist,1,Married,6376,3803,4,Y,No,21,3,1,80,0,22,5,2,8,4,2,4
51,Yes,Travel_Rarely,1322,Research & Development,11,3,Human Resources,1,957,1,Male,55,3,1,Research Director,3,Married,2422,21500,8,Y,Yes,12,3,1,80,2,13,2,3,1,1,0,0
19,No,Travel_Frequently,1171,Sales,13,3,Life Sciences,1,958,2,Male,38,4,3,Sales Representative,1,Married,19999,15728,0,Y,No,24,3,2,80,0,25,5,3,14,10,6,2
52,No,Travel_Rarely,1274,Sales,11,1,Marketing,1,959,2,Male,31,3,2,Sales Executive,3,Single,19999,6084,0,Y,No,20,3,3,80,1,14,3,3,10,7,0,3
57,Yes,Travel_Rarely,239,Research & Development,4,4,Life Sciences,1,960,1,Male,49,4,2,Research Director,1,Single,19999,16056,9,Y,Yes,18,3,4,80,1,5,3,3,4,4,0,4
45,No,Non-Travel,591,Sales,15,1,Medical,1,961,2,Female,35,3,2,Manager,4,Married,5409,9948,2,Y,No,16,3,4,80,2,3,3,2,0,0,0,0
56,No,Travel_Rarely,503,Research & Development,22,3,Life Sciences,1,962,1,Female,84,3,1,Research Scientist,3,Married,7219,5930,9,Y,Yes,24,3,2,80,1,17,2,2,0,0,0,0
23,No,Travel_Rarely,703,Sales,23,4,Human Resources,1,963,3,Female,77,3,3,Sales Representative,4,Married,6200,16350,2,Y,No,25,4,4,80,1,15,2,3,6,6,5,6
26,No,Non-Travel,825,Research & Development,25,3,Marketing,1,964,4,Male,87,3,1,Manufacturing Director,1,Married,12715,6617,4,Y,No,13,3,1,80,1,13,3,3,1,1,1,0
37,No,Non-Travel,782,Sales,11,3,Medical,1,965,3,Male,71,3,3,Sales Representative,3,Married,19999,2462,3,Y,No,23,3,4,80,1,17,5,2,6,5,1,4
18,Yes,Travel_Rarely,1033,Research & Development,18,3,Marketing,1,966,2,Female,50,4,1,Manufacturing Director,2,Married,6795,25622,5,Y,Yes,25,3,1,80,2,13,3,3,12,9,7,12
25,Yes,Travel_Rarely,726,Research & Development,16,4,Medical,1,967,3,Male,35,3,5,Healthcare Representative,3,Divorced,19999,19948,7,Y,No,23,3,4,80,0,23,2,3,9,1,0,8
40,Yes,Travel_Frequently,442,Sales,10,3,Other,1,968,3,Male,59,3,1,Sales Representative,4,Single,4112,4691,7,Y,No,11,3,1,80,1,16,0,3,3,2,1,1
20,No,Travel_Rarely,403,Research & Development,12,4,Marketing,1,969,4,Male,52,4,4,Research Scientist,4,Married,19823,3396,3,Y,Yes,15,3,4,80,1,14,6,3,5,2,2,2
21,No,Travel_Rarely,219,Research & Development,13,1,Human Resources,1,970,3,Male,65,4,3,Healthcare Representative,2,Single,19999,13610,0,Y,Yes,22,3,1,80,2,18,3,3,11,10,5,6
42,No,Travel_Rarely,252,Research & Development,9,4,Medical,1,971,3,Male,32,3,5,Laboratory Technician,4,Married,19999,3988,6,Y,No,21,3,1,80,2,37,5,1,23,18,14,12
55,Yes,Travel_Rarely,1292,Human Resources,27,4,Life Sciences,1,972,2,Male,63,4,2,Human Resources,3,Married,18614,14348,5,Y,Yes,12,3,4,80,1,29,3,3,17,4,2,11
32,No,Travel_Rarely,708,Research & Development,21,2,Medical,1,973,2,Female,59,1,3,Manufacturing Director,4,Divorced,14670,4618,4,Y,No,23,3,1,80,3,17,3,3,10,8,1,3
38,Yes,Travel_Rarely,873,Sales,13,3,Life Sciences,1,974,2,Male,71,1,2,Manager,3,Single,19643,19566,3,Y,No,12,3,4,80,0,18,3,4,5,5,1,1
52,Yes,Travel_Rarely,1098,Sales,6,2,Medical,1,975,1,Male,50,1,1,Sales Representative,4,Divorced,10039,24183,5,Y,Yes,19,3,4,80,0,5,2,1,5,0,0,1
31,Yes,Travel_Rarely,538,Sales,6,4,Medical,1,976,2,Female,33,3,2,Sales Executive,4,Single,19999,19804,7,Y,No,21,3,3,80,0,37,3,3,25,18,11,2
53,No,Travel_Rarely,733,Research & Development,11,3,Medical,1,977,3,Male,78,2,1,Healthcare Representative,1,Married,4484,9578,5,Y,No,23,4,3,80,3,7,3,4,0,0,0,0
29,No,Travel_Rarely,1199,Sales,19,3,Life Sciences,1,978,3,Male,77,1,5,Sales Representative,2,Single,11090,22747,2,Y,No,25,3,4,80,0,40,3,3,38,6,6,16
34,Yes,Travel_Rarely,463,Research & Development,27,2,Life Sciences,1,979,4,Female,80,2,1,Healthcare Representative,2,Divorced,14174,16305,8,Y,Yes,20,3,4,80,1,21,4,1,13,4,0,8
56,Yes,Travel_Rarely,197,Research & Development,11,2,Medical,1,980,2,Male,53,3,2,Research Scientist,3,Married,12062,5450,2,Y,Yes,17,4,3,80,0,26,1,3,14,14,13,12
26,Yes,Travel_Rarely,393,Research & Development,10,1,Human Resources,1,981,1,Male,75,3,2,Research Director,4,Married,5688,24694,3,Y,No,16,4,2,80,0,2,3,1,0,0,0,0
52,No,Non-Travel,1302,Research & Development,23,3,Life Sciences,1,982,4,Male,56,1,2,Healthcare Representative,4,Divorced,1443,3196,4,Y,Yes,25,3,2,80,1,28,0,3,11,9,8,0
30,No,Travel_Rarely,128,Sales,15,3,Medical,1,983,4,Male,80,3,3,Manager,4,Single,8506,19545,1,Y,Yes,23,4,2,80,1,17,1,3,8,7,7,1
32,Yes,Travel_Rarely,922,Sales,13,4,Marketing,1,984,3,Male,49,2,1,Sales Executive,2,Single,4826,2838,9,Y,Yes,11,3,3,80,0,4,3,3,0,0,0,0
35,Yes,Non-Travel,406,Research & Development,23,3,Medical,1,985,1,Female,100,3,2,Laboratory Technician,1,Divorced,9596,5168,9,Y,Yes,25,4,4,80,0,9,1,4,4,0,0,0
50,No,Travel_Rarely,824,Research & Development,8,3,Life Sciences,1,986,3,Male,47,3,2,Research Director,2,Single,13458,20968,1,Y,No,24,3,4,80,0,33,3,4,26,6,2,17
23,No,Travel_Rarely,971,Research & Development,5,5,Medical,1,987,1,Male,37,4,4,Research Director,4,Single,6188,22242,5,Y,No,20,3,4,80,1,15,2,4,9,8,7,3
44,No,Travel_Rarely,870,Research & Development,2,4,Life Sciences,1,988,4,Male,56,3,3,Research Director,1,Married,19999,24499,1,Y,Yes,12,3,3,80,0,23,2,2,6,0,0,0
40,No,Travel_Rarely,1087,Sales,16,5,Other,1,989,3,Male,43,3,5,Manager,2,Married,19999,4956,9,Y,No,21,4,2,80,1,13,1,2,0,0,0,0
44,No,Travel_Rarely,1043,Research & Development,13,3,Life Sciences,1,990,2,Female,47,4,1,Research Scientist,3,Single,10124,16283,0,Y,No,17,3,4,80,0,30,2,3,16,8,7,8
51,No,Travel_Rarely,306,Research & Development,19,2,Life Sciences,1,991,4,Male,94,3,2,Healthcare Representative,1,Single,14935,24433,7,Y,No,25,3,4,80,1,24,4,3,15,2,0,1
55,No,Travel_Frequently,968,Research & Development,9,1,Life Sciences,1,992,3,Male,60,3,1,Laboratory Technician,2,Single,2702,25346,9,Y,No,13,3,4,80,0,22,3,1,11,5,4,2
31,No,Travel_Rarely,1116,Sales,15,4,Life Sciences,1,993,4,Male,49,3,1,Manager,1,Married,10134,4654,9,Y,No,12,3,1,80,0,15,5,3,9,7,3,2
53,Yes,Travel_Rarely,679,Research & Development,6,2,Marketing,1,994,4,Male,99,2,1,Research Director,4,Divorced,1229,6885,0,Y,No,16,3,3,80,0,13,0,4,7,2,1,7
25,Yes,Travel_Rarely,763,Research & Development,8,2,Life Sciences,1,995,1,Male,74,3,3,Research Director,1,Divorced,16115,5928,9,Y,No,18,3,2,80,1,20,4,4,10,3,2,4
52,Yes,Travel_Rarely,780,Sales,24,3,Life Sciences,1,996,1,Female,30,3,1,Sales Executive,4,Married,4547,21252,5,Y,Yes,25,3,2,80,1,15,3,2,3,3,1,0
36,No,Travel_Rarely,321,Human Resources,14,3,Medical,1,997,3,Male,48,3,2,Manager,1,Single,19999,21592,0,Y,No,18,3,4,80,2,40,2,3,30,15,9,2
47,No,Travel_Rarely,401,Sales,5,3,Life Sciences,1,998,4,Male,68,2,4,Sales Executive,4,Divorced,5695,16329,7,Y,No,21,3,2,80,2,27,3,3,10,6,6,9
31,No,Non-Travel,359,Human Resources,17,2,Life Sciences,1,999,4,Male,56,4,3,Manager,3,Married,19999,15625,4,Y,No,12,3,4,80,1,10,3,3,4,3,0,1
37,No,Travel_Frequently,816,Research & Development,22,3,Marketing,1,1000,3,Female,85,3,2,Research Scientist,4,Single,17312,24182,2,Y,Yes,16,4,2,80,1,12,2,3,7,6,5,5
42,No,Travel_Rarely,341,Sales,7,3,Marketing,1,1001,1,Male,45,3,2,Sales Representative,4,Divorced,17891,3106,4,Y,Yes,22,3,3,80,1,30,3,4,20,18,8,5
57,No,Non-Travel,1354,Research & Development,9,5,Technical Degree,1,1002,1,Female,36,3,2,Healthcare Representative,3,Married,6505,6379,0,Y,No,15,3,4,80,1,8,2,3,1,0,0,1
41,No,Travel_Rarely,1281,Research & Development,16,4,Technical Degree,1,1003,4,Female,49,3,1,Manufacturing Director,4,Married,13238,11160,0,Y,No,17,3,3,80,1,23,2,4,4,4,1,3
31,No,Travel_Rarely,319,Research & Development,18,5,Marketing,1,1004,3,Female,60,2,3,Laboratory Technician,3,Married,19999,22835,3,Y,No,14,3,4,80,0,14,2,3,14,2,0,12
43,Yes,Travel_Rarely,566,Research & Development,28,4,Life Sciences,1,1005,3,Male,54,3,2,Research Scientist,4,Single,10882,5650,8,Y,Yes,22,3,4,80,0,11,5,3,4,3,0,4
55,Yes,Travel_Frequently,296,Research & Development,13,3,Marketing,1,1006,3,Male,30,2,4,Research Scientist,3,Single,17258,17070,8,Y,No,23,3,4,80,1,26,2,3,19,7,1,6
40,Yes,Travel_Rarely,371,Research & Development,18,2,Technical Degree,1,1007,3,Female,46,3,3,Research Scientist,4,Married,9742,4419,0,Y,Yes,12,3,2,80,1,18,2,2,0,0,0,0
39,No,Travel_Rarely,664,Research & Development,10,3,Marketing,1,1008,4,Female,56,3,2,Manufacturing Director,4,Single,2605,25435,2,Y,No,20,3,1,80,0,20,3,2,18,12,2,12
36,No,Travel_Rarely,457,Sales,1,3,Medical,1,1009,2,Female,53,4,2,Sales Representative,1,Married,6749,22466,3,Y,No,13,3,3,80,0,4,4,3,0,0,0,0
20,Yes,Travel_Rarely,641,Research & Development,21,3,Life Sciences,1,1010,2,Male,91,4,1,Laboratory Technician,3,Divorced,12208,20832,1,Y,Yes,19,3,4,80,0,2,3,2,0,0,0,0
59,No,Travel_Rarely,577,Sales,18,3,Technical Degree,1,1011,3,Male,81,3,3,Sales Representative,4,Divorced,13634,14253,6,Y,No,20,4,3,80,3,40,0,3,27,18,11,14
36,No,Non-Travel,666,Human Resources,19,3,Marketing,1,1012,4,Male,80,4,2,Manager,4,Married,5427,12940,2,Y,Yes,18,3,2,80,0,23,3,3,10,6,0,4
26,Yes,Travel_Rarely,409,Human Resources,2,3,Other,1,1013,2,Female,95,2,1,Human Resources,4,Divorced,7577,25171,0,Y,No,23,3,1,80,1,19,2,3,5,3,2,2
45,No,Non-Travel,729,Sales,27,3,Life Sciences,1,1014,2,Male,86,4,1,Sales Executive,2,Divorced,14736,13513,0,Y,No,19,4,2,80,3,19,3,2,3,0,0,0
37,Yes,Travel_Rarely,510,Research & Development,4,2,Life Sciences,1,1015,2,Male,84,2,1,Research Scientist,2,Married,1800,14681,2,Y,No,15,3,4,80,0,28,3,3,11,11,0,11
24,No,Travel_Rarely,622,Human Resources,11,4,Life Sciences,1,1016,2,Female,82,3,3,Human Resources,3,Single,13710,20872,5,Y,Yes,23,3,1,80,2,10,3,3,9,0,0,8
31,No,Travel_Frequently,586,Sales,3,2,Marketing,1,1017,1,Male,48,2,1,Sales Executive,2,Single,8644,7636,3,Y,No,15,3,2,80,2,40,4,3,39,0,0,2
26,Yes,Travel_Rarely,1383,Research & Development,9,1,Life Sciences,1,1018,3,Female,42,4,2,Laboratory Technician,2,Single,8156,6615,0,Y,Yes,17,3,1,80,0,40,3,4,38,16,15,17
36,Yes,Travel_Rarely,795,Human Resources,10,3,Life Sciences,1,1019,2,Male,58,3,2,Manager,3,Single,16471,18519,6,Y,Yes,17,3,4,80,0,15,3,3,12,1,0,9
31,Yes,Travel_Rarely,1031,Sales,28,3,Other,1,1020,3,Male,35,3,2,Sales Executive,1,Single,16216,16745,1,Y,No,11,3,4,80,0,8,2,4,7,5,4,5
55,Yes,Travel_Rarely,1295,Research & Development,2,3,Life Sciences,1,1021,1,Male,30,4,4,Healthcare Representative,2,Single,19999,20326,4,Y,No,22,3,3,80,0,21,1,2,8,4,4,7
53,No,Travel_Frequently,752,Sales,7,2,Technical Degree,1,1022,1,Female,53,3,4,Sales Representative,1,Married,7879,12410,7,Y,Yes,25,3,1,80,3,24,5,3,14,10,5,1
57,Yes,Travel_Rarely,898,Human Resources,15,3,Life Sciences,1,1023,3,Male,35,3,2,Human Resources,4,Divorced,12191,6285,6,Y,No,24,3,2,80,0,12,2,3,0,0,0,0
34,No,Travel_Rarely,212,Human Resources,27,3,Technical Degree,1,1024,3,Male,77,1,1,Human Resources,2,Single,14061,25908,7,Y,Yes,15,3,3,80,2,11,3,3,5,1,0,3
47,Yes,Non-Travel,705,Human Resources,19,5,Medical,1,1025,2,Female,49,4,2,Human Resources,2,Married,9944,21344,9,Y,No,18,3,3,80,0,9,4,2,0,0,0,0
26,Yes,Non-Travel,321,Research & Development,10,5,Technical Degree,1,1026,4,Male,96,4,2,Manufacturing Director,3,Married,4616,15118,5,Y,No,17,3,3,80,3,0,1,4,0,0,0,0
50,Yes,Travel_Rarely,1130,Research & Development,24,3,Human Resources,1,1027,1,Male,84,4,2,Research Scientist,1,Single,4349,25371,6,Y,Yes,21,4,4,80,0,5,4,3,2,0,0,1
42,Yes,Travel_Rarely,1420,Research & Development,20,3,Life Sciences,1,1028,2,Male,47,2,3,Research Scientist,4,Divorced,10883,15693,8,Y,No,12,3,4,80,1,25,4,3,8,6,6,8
31,Yes,Travel_Rarely,770,Research & Development,14,4,Life Sciences,1,1029,3,Male,50,2,1,Research Scientist,2,Married,15893,5428,5,Y,No,24,3,1,80,0,24,4,3,19,13,13,12
28,No,Travel_Rarely,996,Research & Development,4,1,Life Sciences,1,1030,4,Female,93,3,3,Research Director,4,Married,16542,22137,8,Y,Yes,18,3,1,80,0,9,0,1,8,8,7,1
52,Yes,Travel_Rarely,614,Sales,25,3,Medical,1,1031,2,Male,66,3,1,Manager,3,Married,8970,25557,1,Y,No,12,3,3,80,0,7,3,4,5,3,1,1
58,Yes,Travel_Rarely,1337,Research & Development,11,3,Technical Degree,1,1032,2,Male,48,3,3,Research Scientist,4,Single,14505,19132,1,Y,No,20,4,3,80,0,13,0,3,0,0,0,0
31,Yes,Travel_Rarely,220,Sales,3,5,Medical,1,1033,3,Male,85,3,2,Sales Representative,2,Married,6168,20840,1,Y,Yes,11,4,3,80,0,16,3,1,9,6,4,1
47,Yes,Travel_Rarely,486,Sales,23,1,Medical,1,1034,2,Female,91,3,3,Sales Executive,1,Single,7450,11678,5,Y,No,21,3,4,80,1,18,3,2,3,0,0,1
58,No,Travel_Rarely,361,Sales,17,3,Life Sciences,1,1035,3,Male,47,4,1,Sales Representative,4,Divorced,2581,23849,1,Y,Yes,21,3,1,80,0,29,1,3,11,4,1,4
21,Yes,Travel_Rarely,1300,Research & Development,7,4,Marketing,1,1036,2,Male,59,1,2,Research Director,2,Married,16274,7546,2,Y,Yes,24,3,4,80,1,40,3,2,37,18,12,17
21,No,Non-Travel,235,Research & Development,26,3,Other,1,1037,4,Male,85,3,3,Research Director,4,Married,19999,23317,7,Y,No,21,3,3,80,1,5,2,4,0,0,0,0
45,Yes,Travel_Rarely,203,Research & Development,11,1,Life Sciences,1,1038,2,Male,71,2,1,Research Scientist,2,Single,1009,9687,7,Y,Yes,13,3,4,80,1,15,4,4,2,0,0,2
